facility,"ZZQS - 6 mm x 40 mm stent, 130 cm delivery cath, LifeStent Vascular Stent System, self-expanding",SUP-328629,CDM,C1876,HCPCS,0278,RC,,,,inpatient,,,3816,1526.4,1640.88,4055.96,,2094.98,,,,,,,percent of total billed charges,,2678.83,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2862,,,,,,,percent of total billed charges,,,,,,,,,,,2862,,,,,,,percent of total billed charges,,2785.68,,,,,,,percent of total billed charges,,2190.38,,,,,,,percent of total billed charges,,2488.03,,,,,,,percent of total billed charges,,1755.36,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.38,,,,,,,percent of total billed charges,,3167.28,,,,,,,percent of total billed charges,,1640.88,,,,,,,percent of total billed charges,,1908,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,2907.79,,,,,,,percent of total billed charges,,2201.83,,,,,,,percent of total billed charges,,2862,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,2862,,,,,,,percent of total billed charges,,1984.32,,,,,,,percent of total billed charges,,1793.52,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,2289.6,,,,,,,percent of total billed charges,,4055.96,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6 x 150mm, 80cm, Protege EverFlex Peripheral Stent System, self-expanding",SUP-322303,CDM,C1876,HCPCS,0278,RC,,,,inpatient,,,3060,1224,1315.8,3252.42,,1679.94,,,,,,,percent of total billed charges,,2148.12,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2295,,,,,,,percent of total billed charges,,,,,,,,,,,2295,,,,,,,percent of total billed charges,,2233.8,,,,,,,percent of total billed charges,,1756.44,,,,,,,percent of total billed charges,,1995.12,,,,,,,percent of total billed charges,,1407.6,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2138.94,,,,,,,percent of total billed charges,,2539.8,,,,,,,percent of total billed charges,,1315.8,,,,,,,percent of total billed charges,,1530,,,,,,,percent of total billed charges,,2142,,,,,,,percent of total billed charges,,2331.72,,,,,,,percent of total billed charges,,1765.62,,,,,,,percent of total billed charges,,2295,,,,,,,percent of total billed charges,,2601,,,,,,,percent of total billed charges,,2601,,,,,,,percent of total billed charges,,2295,,,,,,,percent of total billed charges,,1591.2,,,,,,,percent of total billed charges,,1438.2,,,,,,,percent of total billed charges,,2142,,,,,,,percent of total billed charges,,2601,,,,,,,percent of total billed charges,,2142,,,,,,,percent of total billed charges,,1836,,,,,,,percent of total billed charges,,3252.42,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.0 x 38mm BeGraft Graft, F/Clinical Trial",SUP-776985,CDM,,,0270,RC,,,,outpatient,,,5088,2035.2,2187.84,5407.95,,2793.31,,,,,,,percent of total billed charges,,3571.78,,,,,,,percent of total billed charges,,2431.56,,,,,,,percent of total billed charges,,,,,,,,,,,3816,,,,,,,percent of total billed charges,,,,,,,,,,,3816,,,,,,,percent of total billed charges,,3714.24,,,,,,,percent of total billed charges,,2920.51,,,,,,,percent of total billed charges,,3317.38,,,,,,,percent of total billed charges,,2340.48,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556.51,,,,,,,percent of total billed charges,,4223.04,,,,,,,percent of total billed charges,,2187.84,,,,,,,percent of total billed charges,,2544,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,3877.06,,,,,,,percent of total billed charges,,2935.78,,,,,,,percent of total billed charges,,3816,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,3816,,,,,,,percent of total billed charges,,2645.76,,,,,,,percent of total billed charges,,2391.36,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,4324.8,,,,,,,percent of total billed charges,,3561.6,,,,,,,percent of total billed charges,,3052.8,,,,,,,percent of total billed charges,,5407.95,,,,,,,percent of total billed charges,,2431.56,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.0cm stent length, Mounted Covered CP Bare Stent, 10 zigs, 30mm x 6cm balloon, 110cm BIB Cath, 0.035in guidewire, Model MCP058 (Mfr'd by Numed distributed by B. Braun Interventional)",SUP-693597,CDM,,,,,,,,inpatient,,,18706.92,7482.77,8043.98,19883.28,,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13076.14,,,,,,,percent of total billed charges,,15526.74,,,,,,,percent of total billed charges,,8043.98,,,,,,,percent of total billed charges,,9353.46,,,,,,,percent of total billed charges,,13094.84,,,,,,,percent of total billed charges,,14254.67,,,,,,,percent of total billed charges,,10793.89,,,,,,,percent of total billed charges,,14030.19,,,,,,,percent of total billed charges,,15900.88,,,,,,,percent of total billed charges,,15900.88,,,,,,,percent of total billed charges,,14030.19,,,,,,,percent of total billed charges,,9727.6,,,,,,,percent of total billed charges,,8792.25,,,,,,,percent of total billed charges,,13094.84,,,,,,,percent of total billed charges,,15900.88,,,,,,,percent of total billed charges,,13094.84,,,,,,,percent of total billed charges,,11224.15,,,,,,,percent of total billed charges,,19883.28,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.0mm x 120mm, 125cm OTW Delivery, Zilver PTX Drug-Eluting Peripheral Stent, 0.035in Guidewire",SUP-519484,CDM,C1874,HCPCS,0278,RC,,,,inpatient,,,6344.1,2537.64,2727.96,6743.04,,3482.91,,,,,,,percent of total billed charges,,4453.56,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,4758.08,,,,,,,percent of total billed charges,,,,,,,,,,,4758.08,,,,,,,percent of total billed charges,,4631.19,,,,,,,percent of total billed charges,,3641.51,,,,,,,percent of total billed charges,,4136.35,,,,,,,percent of total billed charges,,2918.29,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4434.53,,,,,,,percent of total billed charges,,5265.6,,,,,,,percent of total billed charges,,2727.96,,,,,,,percent of total billed charges,,3172.05,,,,,,,percent of total billed charges,,4440.87,,,,,,,percent of total billed charges,,4834.2,,,,,,,percent of total billed charges,,3660.55,,,,,,,percent of total billed charges,,4758.08,,,,,,,percent of total billed charges,,5392.49,,,,,,,percent of total billed charges,,5392.49,,,,,,,percent of total billed charges,,4758.08,,,,,,,percent of total billed charges,,3298.93,,,,,,,percent of total billed charges,,2981.73,,,,,,,percent of total billed charges,,4440.87,,,,,,,percent of total billed charges,,5392.49,,,,,,,percent of total billed charges,,4440.87,,,,,,,percent of total billed charges,,3806.46,,,,,,,percent of total billed charges,,6743.04,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.0mm x 2.5cm inner, 12.0mm x 3.5cm outer, 8 Fr shaft, BIB Balloon-In-Balloon Dilatation Catheter, Model BB009 (Mfr'd by Numed for B. Braun Interventional)",SUP-238719,CDM,,,0270,RC,,,,inpatient,,,2550,1020,1096.5,2710.35,,1399.95,,,,,,,percent of total billed charges,,1790.1,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,1912.5,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,1912.5,,,,,,,percent of total billed charges,,1861.5,,,,,,,percent of total billed charges,,1463.7,,,,,,,percent of total billed charges,,1662.6,,,,,,,percent of total billed charges,,1173,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.45,,,,,,,percent of total billed charges,,2116.5,,,,,,,percent of total billed charges,,1096.5,,,,,,,percent of total billed charges,,1275,,,,,,,percent of total billed charges,,1785,,,,,,,percent of total billed charges,,1943.1,,,,,,,percent of total billed charges,,1471.35,,,,,,,percent of total billed charges,,1912.5,,,,,,,percent of total billed charges,,2167.5,,,,,,,percent of total billed charges,,2167.5,,,,,,,percent of total billed charges,,1912.5,,,,,,,percent of total billed charges,,1326,,,,,,,percent of total billed charges,,1198.5,,,,,,,percent of total billed charges,,1785,,,,,,,percent of total billed charges,,2167.5,,,,,,,percent of total billed charges,,1785,,,,,,,percent of total billed charges,,1530,,,,,,,percent of total billed charges,,2710.35,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.5 FR x 120 cm shaft, 14 mm x 2 cm balloon, Atlas PTA Dilatation Cath",SUP-81176,CDM,C1725,HCPCS,0272,RC,,,,outpatient,,,1037,414.8,0.05,1102.21,,569.31,,,,,,,percent of total billed charges,,727.97,,,,,,,percent of total billed charges,,0.05,,,,,,,fee schedule,,,,,,,,,,,777.75,,,,,,,percent of total billed charges,,,,,,,,,,,777.75,,,,,,,percent of total billed charges,,757.01,,,,,,,percent of total billed charges,,595.24,,,,,,,percent of total billed charges,,676.12,,,,,,,percent of total billed charges,,477.02,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.86,,,,,,,percent of total billed charges,,860.71,,,,,,,percent of total billed charges,,445.91,,,,,,,percent of total billed charges,,518.5,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,790.19,,,,,,,percent of total billed charges,,598.35,,,,,,,percent of total billed charges,,777.75,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,777.75,,,,,,,percent of total billed charges,,539.24,,,,,,,percent of total billed charges,,487.39,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,622.2,,,,,,,percent of total billed charges,,1102.21,,,,,,,percent of total billed charges,,0.05,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.5 FR x 75 cm shaft, 14 mm x 4 cm balloon, Atlas PTA Dilatation Cath",SUP-230645,CDM,C1725,HCPCS,0272,RC,,,,outpatient,,,1037,414.8,0.05,1102.21,,569.31,,,,,,,percent of total billed charges,,727.97,,,,,,,percent of total billed charges,,0.05,,,,,,,fee schedule,,,,,,,,,,,777.75,,,,,,,percent of total billed charges,,,,,,,,,,,777.75,,,,,,,percent of total billed charges,,757.01,,,,,,,percent of total billed charges,,595.24,,,,,,,percent of total billed charges,,676.12,,,,,,,percent of total billed charges,,477.02,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.86,,,,,,,percent of total billed charges,,860.71,,,,,,,percent of total billed charges,,445.91,,,,,,,percent of total billed charges,,518.5,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,790.19,,,,,,,percent of total billed charges,,598.35,,,,,,,percent of total billed charges,,777.75,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,777.75,,,,,,,percent of total billed charges,,539.24,,,,,,,percent of total billed charges,,487.39,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,881.45,,,,,,,percent of total billed charges,,725.9,,,,,,,percent of total billed charges,,622.2,,,,,,,percent of total billed charges,,1102.21,,,,,,,percent of total billed charges,,0.05,,,,,,,fee schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.5Fr x 12cm Fast-Cath Hemostasisintroducer, Cath-Lockintro Sheath with Hemo Valve and Sideport, Dilator, and 50cm Double Distal Guidewire with J and straight ends, .038in max gwire",SUP-41995,CDM,C1894,HCPCS,0272,RC,,,,inpatient,,,70.56,28.22,30.34,75,,38.74,,,,,,,percent of total billed charges,,49.53,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,52.92,,,,,,,percent of total billed charges,,,,,,,,,,,52.92,,,,,,,percent of total billed charges,,51.51,,,,,,,percent of total billed charges,,40.5,,,,,,,percent of total billed charges,,46.01,,,,,,,percent of total billed charges,,32.46,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.32,,,,,,,percent of total billed charges,,58.56,,,,,,,percent of total billed charges,,30.34,,,,,,,percent of total billed charges,,35.28,,,,,,,percent of total billed charges,,49.39,,,,,,,percent of total billed charges,,53.77,,,,,,,percent of total billed charges,,40.71,,,,,,,percent of total billed charges,,52.92,,,,,,,percent of total billed charges,,59.98,,,,,,,percent of total billed charges,,59.98,,,,,,,percent of total billed charges,,52.92,,,,,,,percent of total billed charges,,36.69,,,,,,,percent of total billed charges,,33.16,,,,,,,percent of total billed charges,,49.39,,,,,,,percent of total billed charges,,59.98,,,,,,,percent of total billed charges,,49.39,,,,,,,percent of total billed charges,,42.34,,,,,,,percent of total billed charges,,75,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6.5mm x 15mm, 135cm, RX Herculink Elite .014 Biliary Stent System",SUP-282829,CDM,C1876,HCPCS,0278,RC,,,,inpatient,,,3831.9,1532.76,1647.72,4072.86,,2103.71,,,,,,,percent of total billed charges,,2689.99,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,2873.93,,,,,,,percent of total billed charges,,,,,,,,,,,2873.93,,,,,,,percent of total billed charges,,2797.29,,,,,,,percent of total billed charges,,2199.51,,,,,,,percent of total billed charges,,2498.4,,,,,,,percent of total billed charges,,1762.67,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678.5,,,,,,,percent of total billed charges,,3180.48,,,,,,,percent of total billed charges,,1647.72,,,,,,,percent of total billed charges,,1915.95,,,,,,,percent of total billed charges,,2682.33,,,,,,,percent of total billed charges,,2919.91,,,,,,,percent of total billed charges,,2211.01,,,,,,,percent of total billed charges,,2873.93,,,,,,,percent of total billed charges,,3257.12,,,,,,,percent of total billed charges,,3257.12,,,,,,,percent of total billed charges,,2873.93,,,,,,,percent of total billed charges,,1992.59,,,,,,,percent of total billed charges,,1800.99,,,,,,,percent of total billed charges,,2682.33,,,,,,,percent of total billed charges,,3257.12,,,,,,,percent of total billed charges,,2682.33,,,,,,,percent of total billed charges,,2299.14,,,,,,,percent of total billed charges,,4072.86,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 65 cm Transvene DF-1 unipolar, endocardial, superior vena cava \T\ coronary sinus lead",SUP-71111,CDM,C1896,HCPCS,0275,RC,,,,outpatient,,,3816,1526.4,1640.88,4055.96,,2094.98,,,,,,,percent of total billed charges,,2678.83,,,,,,,percent of total billed charges,,1823.67,,,,,,,percent of total billed charges,,,,,,,,,,,2862,,,,,,,percent of total billed charges,,,,,,,,,,,2862,,,,,,,percent of total billed charges,,2785.68,,,,,,,percent of total billed charges,,2190.38,,,,,,,percent of total billed charges,,2488.03,,,,,,,percent of total billed charges,,1755.36,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2667.38,,,,,,,percent of total billed charges,,3167.28,,,,,,,percent of total billed charges,,1640.88,,,,,,,percent of total billed charges,,1908,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,2907.79,,,,,,,percent of total billed charges,,2201.83,,,,,,,percent of total billed charges,,2862,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,2862,,,,,,,percent of total billed charges,,1984.32,,,,,,,percent of total billed charges,,1793.52,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,3243.6,,,,,,,percent of total billed charges,,2671.2,,,,,,,percent of total billed charges,,2289.6,,,,,,,percent of total billed charges,,4055.96,,,,,,,percent of total billed charges,,1823.67,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facility,"ZZQS - 6CM, COIL SWIFTPAC",SUP-775006,CDM,,,0270,RC,,,,inpatient,,,4388.4,1755.36,1887.01,4664.36,,2409.23,,,,,,,percent of total billed charges,,3080.65,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,3291.3,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,3291.3,,,,,,,percent of total billed charges,,3203.53,,,,,,,percent of total billed charges,,2518.94,,,,,,,percent of total billed charges,,2861.23,,,,,,,percent of total billed charges,,2018.66,,,,,,,percent of total billed charges,Zero instances of the item or service in the 12 months prior to posting the file.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067.49,,,,,,,percent of total billed charges,,3642.37,,,,,,,percent of total billed charges,,1887.01,,,,,,,percent of total billed charges,,2194.2,,,,,,,percent of total billed charges,,3071.88,,,,,,,percent of total billed charges,,3343.96,,,,,,,percent of total billed charges,,2532.11,,,,,,,percent of total billed charges,,3291.3,,,,,,,percent of total billed charges,,3730.14,,,,,,,percent of total billed charges,,3730.14,,,,,,,percent of total billed charges,,3291.3,,,,,,,percent of total billed charges,,2281.97,,,,,,,percent of total billed charges,,2062.55,,,,,,,percent of total billed charges,,3071.88,,,,,,,percent of total billed charges,,3730.14,,,,,,,percent of total billed charges,,3071.88,,,,,,,percent of total billed charges,,2633.04,,,,,,,percent of total billed charges,,4664.36,,,,,,,percent of total billed charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
